"","x","y","dist","tc","lstmax","ai","dist_tree"
"2759473",-54.7330027884763,-2.41979188083276,108.182266235352,0.384913206100464,46.91848298,0.954581141471863,1668.61096191406
"2759474",-54.7324637993058,-2.41979188083276,108.182266235352,0.384913206100464,49.33502312,0.954581141471863,0
"2759475",-54.7319248101353,-2.41979188083276,47.697437286377,0.16184027493,49.75543958,0.950298190116882,1712.93029785156
"2759476",-54.7313858209649,-2.41979188083276,47.697437286377,0.16184027493,49.41021956,0.950298190116882,1729.73352050781
"2759477",-54.7308468317944,-2.41979188083276,47.697437286377,0.16184027493,48.8530823,0.943396210670471,0
"2759478",-54.7303078426239,-2.41979188083276,6.7631311416626,0.0260243061929941,48.89751656,0.943396210670471,0
"2759479",-54.7297688534534,-2.41979188083276,6.7631311416626,0.0260243061929941,48.5796407,0.961333811283112,1804.13500976562
"2759480",-54.729229864283,-2.41979188083276,6.7631311416626,0.0260243061929941,48.40190366,0.961333811283112,1832.62646484375
"2759481",-54.7286908751125,-2.41979188083276,6.7631311416626,0.0260243061929941,48.05326562,0.930011332035065,1862.28967285156
"2759482",-54.728151885942,-2.41979188083276,43.5738525390625,0.177760422229767,49.03423736,0.930011332035065,1893.38659667969
"2759483",-54.7276128967715,-2.41979188083276,43.5738525390625,0.177760422229767,49.28717084,0.946825802326202,1925.84790039062
"2759484",-54.7270739076011,-2.41979188083276,43.5738525390625,0.177760422229767,48.8359922,0.946825802326202,1959.60571289062
"2759485",-54.7265349184306,-2.41979188083276,59.0857124328613,0.207864582538605,49.13335994,0.938969492912292,1994.59423828125
"2759486",-54.7259959292601,-2.41979188083276,59.0857124328613,0.207864582538605,49.73834948,0.938969492912292,2030.74975585938
"2759487",-54.7254569400897,-2.41979188083276,59.0857124328613,0.207864582538605,49.47516194,0.956167161464691,2068.01123046875
"2759488",-54.7249179509192,-2.41979188083276,47.0104370117188,0.174722224473953,49.64948096,0.956167161464691,2106.31982421875
"2759489",-54.7243789617487,-2.41979188083276,47.0104370117188,0.174722224473953,50.37068318,0.94239753484726,2145.61938476562
"2759490",-54.7238399725782,-2.41979188083276,47.0104370117188,0.174722224473953,50.9380745,0.94239753484726,2185.85668945312
"2759491",-54.7233009834078,-2.41979188083276,47.0104370117188,0.174722224473953,50.9927628200001,0.944819033145905,2226.96313476562
"2759492",-54.7227619942373,-2.41979188083276,42.69189453125,0.133038192987442,50.9893448,0.944819033145905,2268.05615234375
"2759493",-54.7222230050668,-2.41979188083276,42.69189453125,0.133038192987442,50.85604202,0.946412444114685,2306.75830078125
"2759494",-54.7216840158964,-2.41979188083276,42.69189453125,0.133038192987442,50.38093724,0.946412444114685,2344.39038085938
"2759495",-54.7211450267259,-2.41979188083276,26.861686706543,0.0855208337306976,50.42878952,0.938685655593872,2382.78002929688
"2759496",-54.7206060375554,-2.41979188083276,26.861686706543,0.0855208337306976,50.6851410200001,0.938685655593872,2422.044921875
"2759497",-54.7200670483849,-2.41979188083276,26.861686706543,0.0855208337306976,50.5791824,0.912301361560822,2462.14331054688
"2759498",-54.7195280592145,-2.41979188083276,26.861686706543,0.0855208337306976,50.4492976400001,0.912301361560822,2503.03491210938
"2759499",-54.718989070044,-2.41979188083276,13.9619092941284,0.0366666652262211,50.50398596,0.920736014842987,2544.67700195312
"2759500",-54.7184500808735,-2.41979188083276,13.9619092941284,0.0366666652262211,50.86287806,0.920736014842987,2586.89282226562
"2759501",-54.7179110917031,-2.41979188083276,13.9619092941284,0.0366666652262211,51.04403312,0.900178253650665,2629.29467773438
"2759502",-54.7173721025326,-2.41979188083276,21.8787536621094,0.0554513894021511,50.9380745,0.900178253650665,2671.845703125
"2759503",-54.7168331133621,-2.41979188083276,21.8787536621094,0.0554513894021511,50.63387072,0.917417407035828,2714.85107421875
"2759504",-54.7162941241916,-2.41979188083276,21.8787536621094,0.0554513894021511,49.2803348,0.917417407035828,2760.59008789062
"2759505",-54.7157551350212,-2.41979188083276,21.8787536621094,0.0554513894021511,48.08744582,0.935813128948212,0
